gender,educ,partyid,taxpayer,percenttp,wagesal,child,wastecents,eitcself,eitcother,labforce,polideo,polinffreq,regvote,feelfedgov_1,voted,discusspol,poleffic,polvol,polknow1,polknow2,polkno3,marital,ownhome,stateresid,yearbirth,raceeth,hhinc,weightvec
2,3,6,1,80,1,1,50,1,1,1,4,4,2,50,2,3,3,4,2,4,3,1,3,39,49,3,3,1.592262766
2,3,3,1,65,1,2,75,1,1,8,4,2,1,2,1,2,1,3,2,1,6,5,3,24,52,1,1,0.782012106
2,2,4,1,80,1,0,70,1,4,1,4,3,1,20,1,4,3,4,1,2,6,3,1,10,23,1,9,0.432154266
2,2,4,1,90,1,0,100,1,1,2,3,1,1,1,1,2,1,4,1,4,3,4,1,36,30,1,11,0.538743107
2,2,4,1,60,0,2,60,1,2,2,4,4,2,26,2,4,2,4,1,4,6,1,3,47,58,1,10,4.87722426
2,2,1,1,70,1,0,81,1,4,4,3,2,2,8,2,2,5,4,2,1,3,1,1,39,31,1,10,0.429536552
2,2,4,1,59,1,1,53,1,4,8,5,4,1,80,1,3,2,4,1,1,3,1,3,10,45,2,12,2.016927406
1,2,4,1,90,1,0,80,4,3,7,4,2,2,50,2,3,3,4,4,4,6,3,3,36,29,1,1,0.427902551
1,2,5,1,47,1,0,30,1,2,8,6,3,2,50,2,3,3,3,4,4,3,1,3,43,23,1,8,0.432154266
2,5,2,1,74,1,2,40,1,4,2,2,3,1,29,1,2,3,4,2,4,1,1,4,5,33,1,10,0.3930594
1,2,4,1,80,1,0,69,3,1,4,4,3,2,60,2,2,2,4,2,2,6,3,3,25,23,1,5,0.343243209
1,5,7,1,50,1,0,20,3,3,6,6,3,1,15,1,3,3,4,2,1,3,1,1,39,15,1,13,0.73595321
1,4,4,1,86,1,0,34,3,3,2,4,4,1,27,1,3,3,4,2,1,3,1,1,38,21,1,18,1.185001802
2,5,7,1,60,1,3,73,2,1,8,7,3,1,13,1,2,3,4,4,1,6,1,1,44,44,1,19,2.38104843
1,5,1,1,90,0,0,51,3,3,6,2,2,1,40,1,3,3,1,2,1,3,5,3,29,33,1,13,0.460739774
1,6,3,1,35,1,0,38,1,2,2,3,3,1,40,1,2,3,4,2,1,3,1,1,46,29,1,16,0.503497879
1,3,5,1,55,1,0,22,3,3,6,3,2,1,52,1,2,2,4,2,1,3,5,1,10,16,1,11,0.631671616
1,5,2,1,59,1,2,56,3,3,1,6,1,1,50,1,3,2,1,1,1,3,1,1,5,36,4,14,1.176626343
2,1,4,1,51,1,2,80,1,4,8,8,5,1,59,1,5,2,5,4,4,6,6,5,15,60,1,1,4.829240087
2,5,2,1,81,1,1,40,4,4,1,4,5,1,65,1,5,3,3,1,4,6,1,1,39,44,1,17,2.366625567
1,4,4,2,61,1,0,35,1,1,4,5,3,1,9,1,3,2,4,1,1,3,1,1,39,21,3,14,1.285820981
2,2,4,1,72,0,0,80,3,3,1,6,2,1,40,1,2,3,4,1,1,6,5,1,22,29,1,12,0.429536552
1,2,2,1,58,1,1,81,1,2,1,6,3,1,32,1,3,3,4,2,1,6,1,1,39,32,1,15,0.503497879
1,3,4,1,60,0,0,89,4,3,6,4,3,1,39,1,2,2,4,2,1,6,4,1,26,16,1,11,0.787470485
2,3,2,1,91,1,0,60,2,1,1,4,3,1,50,1,2,3,4,4,4,6,5,3,10,44,2,11,2.016927406
2,2,4,1,21,0,0,27,3,3,8,8,4,1,22,1,4,3,4,3,1,3,1,1,22,32,1,13,0.503497879
2,2,4,1,85,1,0,19,3,3,8,4,2,1,100,1,2,3,3,2,1,3,1,1,22,16,1,13,0.73595321
1,5,2,1,40,1,0,80,3,3,6,5,3,1,6,1,3,2,4,2,1,3,1,1,33,23,1,16,0.503497879
2,6,2,1,71,1,2,60,1,1,8,3,2,1,20,2,2,1,4,4,4,3,1,1,14,47,1,11,0.984578453
1,2,4,1,27,1,0,97,3,3,6,4,2,1,10,1,3,5,4,4,4,1,1,1,23,15,1,14,0.923063978
2,5,3,1,60,1,0,60,4,4,4,4,2,1,3,1,3,3,4,2,1,3,1,1,22,38,1,16,0.920166135
1,6,7,1,50,1,0,11,3,3,1,6,1,1,36,1,4,2,4,2,1,3,1,1,6,20,1,17,1.185001802
2,3,7,1,91,1,0,97,3,3,8,7,2,1,1,1,3,1,4,2,1,3,2,1,10,26,1,2,0.343243209
1,2,5,1,80,1,0,10,1,2,8,4,4,2,40,2,4,3,4,4,4,6,1,3,36,24,1,14,0.631508565
1,5,2,1,86,1,0,60,3,3,6,5,3,1,7,1,3,5,4,2,1,6,1,1,39,15,1,11,0.627845355
2,2,5,1,70,1,0,50,3,1,6,4,2,2,40,2,3,3,4,1,2,6,3,3,7,14,1,7,0.627845355
2,2,1,2,14,0,0,33,3,3,5,7,4,2,44,2,4,4,4,3,1,5,5,5,53,46,1,20,0.973295269
2,2,4,1,70,1,0,90,1,1,8,8,3,2,9,2,3,2,4,2,4,6,1,1,15,31,1,13,0.631508565
2,5,2,1,87,1,0,44,3,3,1,4,3,1,27,1,3,4,4,2,1,3,5,1,24,28,1,14,0.631508565
2,1,1,1,6,1,0,50,3,1,9,2,3,1,42,2,3,3,4,1,4,6,3,3,18,34,1,1,0.343243209
1,3,4,1,82,1,2,33,1,1,1,4,2,1,29,1,2,2,4,2,1,6,1,1,24,25,1,13,0.631508565
2,2,7,1,71,1,0,100,1,2,4,4,2,1,9,1,2,2,4,1,1,6,5,1,10,56,1,10,0.789782315
1,3,9,1,50,1,0,62,1,1,6,4,3,2,48,2,3,3,3,3,3,4,1,1,44,19,1,1,0.343243209
1,6,1,1,61,1,0,100,3,3,2,1,1,1,30,1,2,1,3,2,1,3,1,1,31,17,1,20,0.754888953
1,2,2,1,60,1,0,87,3,3,5,4,2,1,20,1,2,5,4,2,1,3,5,1,36,28,1,1,0.427902551
2,2,2,1,90,1,0,100,1,1,1,4,2,1,2,1,2,1,4,1,1,6,3,1,33,12,1,12,0.627845355
2,4,7,1,75,1,0,50,3,1,9,7,3,1,40,1,4,3,3,4,1,3,1,3,14,26,1,9,0.538743107
1,2,4,1,10,1,0,80,3,3,1,8,3,3,2,2,3,3,4,3,3,6,5,1,45,45,1,6,0.718334602
1,3,2,1,80,1,1,71,1,1,6,6,2,1,80,1,2,1,1,1,1,1,3,2,36,27,2,10,1.375829411
1,2,1,1,90,1,0,100,3,3,4,1,4,1,100,1,2,1,1,4,4,6,4,1,44,32,1,20,0.519600055
1,2,9,3,9,1,0,40,4,1,7,8,4,2,30,2,2,3,4,4,4,6,5,4,27,64,1,4,3.523345699
2,4,2,1,70,1,0,56,3,3,6,4,2,1,41,1,1,1,4,2,4,6,3,3,24,20,1,3,0.427902551
2,4,3,1,81,1,0,60,1,1,2,3,3,1,50,1,3,2,4,2,1,6,5,3,44,34,1,7,0.432154266
2,2,4,1,44,1,1,68,1,1,1,5,2,1,46,2,2,3,2,3,3,6,1,3,47,45,1,11,0.789782315
1,2,5,1,40,1,0,60,3,3,1,4,3,1,39,1,3,5,4,1,1,6,1,1,22,18,1,17,1.294973709
2,3,2,1,60,1,0,40,3,2,2,3,2,1,42,1,2,3,3,1,1,3,2,3,22,10,1,14,0.73595321
2,2,4,1,34,1,0,68,3,4,1,4,4,2,10,2,3,2,4,4,4,6,5,1,39,42,1,20,0.943841593
2,6,4,1,50,1,0,2,3,3,1,4,3,1,40,2,3,2,4,1,1,3,5,3,10,39,1,12,0.789782315
1,1,4,1,48,0,0,36,3,3,4,7,4,2,40,1,3,1,4,3,4,6,3,3,19,43,2,2,1.601966451
1,5,1,1,39,1,0,10,3,4,1,4,3,1,26,1,1,3,1,2,1,3,3,3,44,24,2,20,1.326942338
2,4,6,1,72,1,0,81,3,0,1,5,2,1,50,1,2,2,2,2,2,1,1,3,5,37,4,15,1.176626343
1,3,5,1,43,1,0,98,3,1,1,7,1,1,1,1,4,1,4,2,1,3,1,1,43,25,1,10,0.432154266
1,2,9,2,58,1,0,32,3,3,1,8,1,3,42,2,1,6,4,4,4,6,5,4,1,51,5,1,1.601966451
2,6,2,2,70,1,0,72,3,3,6,4,3,1,60,1,3,3,4,2,2,2,5,3,31,49,2,4,1.592262766
1,4,7,1,60,1,0,99,3,1,6,7,3,1,80,1,2,1,2,2,1,3,1,1,34,20,1,13,0.506566333
2,3,7,1,50,1,0,81,1,1,6,7,1,1,52,1,2,1,4,2,1,3,1,1,36,22,1,8,0.538743107
2,3,4,1,74,1,2,91,3,1,6,5,1,1,3,1,2,2,4,1,1,6,1,1,36,32,1,12,0.538743107
1,2,9,1,100,1,13,100,1,1,7,1,1,1,20,1,3,2,1,1,2,6,6,1,18,52,2,19,5.000009728
1,2,7,1,30,1,0,41,3,3,6,6,2,1,5,1,3,1,4,2,1,3,2,1,10,1,1,10,0.631671616
2,2,4,1,43,1,0,68,4,3,2,8,2,3,17,2,3,5,4,4,4,6,5,4,5,56,1,20,0.570545043
2,4,7,1,60,1,0,79,3,3,6,6,3,1,29,1,2,3,3,4,4,6,1,1,48,7,1,10,0.574527399
2,5,1,2,81,1,0,20,1,2,9,2,1,1,91,1,2,1,4,2,1,4,5,1,34,37,1,5,0.343243209
1,5,4,1,40,1,0,31,3,1,6,4,4,1,19,1,4,4,4,2,1,3,2,3,23,16,1,1,0.625456966
2,2,4,1,81,1,1,61,2,3,1,8,4,1,52,2,3,4,4,4,4,6,6,5,37,31,1,7,0.432154266
1,2,4,1,92,1,0,67,2,2,1,8,2,1,74,2,2,3,2,1,1,2,1,1,27,45,1,6,0.718334602
2,3,7,1,50,1,0,61,3,3,6,6,2,1,3,1,3,5,4,2,1,3,1,1,5,15,5,16,1.719852197
2,4,7,1,34,1,0,100,3,1,6,6,1,1,10,1,1,2,1,2,2,3,1,1,47,17,1,8,0.631671616
1,6,1,1,60,1,0,40,3,3,1,1,1,1,30,1,1,2,1,2,1,3,5,3,14,47,1,13,1.154111704
2,2,9,1,95,0,0,100,3,4,6,8,4,2,4,2,4,3,4,3,3,6,2,1,18,13,1,1,0.501712027
2,5,1,1,60,1,0,21,3,4,8,2,2,1,60,1,2,6,4,4,4,6,1,3,5,52,1,16,0.84202368
2,5,4,1,50,0,2,38,1,2,5,4,2,1,51,1,2,3,2,3,3,1,5,2,10,49,2,12,2.016927406
1,5,4,1,77,1,0,62,1,1,6,3,4,2,36,2,3,1,4,4,4,6,3,1,49,26,1,4,0.343243209
2,5,2,1,89,1,2,14,1,3,2,2,3,1,65,1,2,2,3,2,1,3,1,2,5,32,1,16,0.460739774
2,3,7,1,96,1,0,100,3,3,9,7,2,1,39,1,4,5,4,2,1,3,1,1,1,26,1,11,0.432154266
2,5,6,2,63,1,0,89,4,2,2,6,1,1,0,1,2,2,3,1,2,6,5,3,36,45,2,1,1.997084031
1,2,2,1,29,1,0,86,3,4,6,7,2,1,19,1,3,4,4,2,1,6,1,1,39,6,1,4,0.498672977
1,2,1,1,63,1,0,22,3,3,2,4,1,1,53,1,1,1,1,1,1,3,5,3,34,52,2,1,1.601966451
2,5,2,1,100,0,1,81,2,2,1,3,2,1,39,1,2,2,4,1,2,6,1,1,30,48,1,12,0.784998321
1,6,1,1,64,1,0,35,3,2,6,2,1,1,20,1,1,1,3,2,1,3,1,1,33,10,3,19,4.833885646
1,1,4,2,10,0,0,0,3,3,1,8,5,2,6,2,5,4,3,4,4,6,6,4,33,59,1,2,3.850323301
2,5,6,1,75,1,0,32,3,4,1,5,3,1,38,2,3,3,4,1,2,3,5,4,41,33,1,12,0.432154266
2,4,2,1,90,1,0,60,3,2,6,6,4,1,49,1,4,3,4,2,2,6,1,1,23,17,1,12,0.787470485
2,2,7,1,100,0,0,50,1,1,4,6,4,1,100,1,3,1,4,1,1,6,3,3,47,33,2,20,1.326942338
1,6,2,1,60,1,0,40,3,3,1,3,2,1,30,2,1,4,4,1,1,3,1,1,41,21,1,19,1.302865633
2,5,4,1,71,1,3,97,4,4,1,4,2,1,0,1,1,1,1,2,1,3,5,1,7,38,1,20,0.943841593
1,3,3,1,75,1,0,80,3,2,1,4,3,1,75,2,3,2,4,1,1,6,1,2,26,22,1,12,0.538743107
2,2,9,2,80,1,0,60,2,2,8,1,4,2,20,2,3,2,4,4,4,6,2,1,1,30,5,1,0.876566393
1,5,1,1,74,1,0,14,3,3,1,1,3,1,64,1,3,3,4,2,1,6,5,4,22,54,1,12,0.784998321
2,2,5,1,31,1,0,47,1,4,5,6,3,1,40,1,3,2,4,2,1,3,1,1,14,27,1,9,0.538743107
2,5,1,1,69,1,0,9,1,3,4,4,2,1,25,2,3,2,4,1,2,6,5,4,23,29,2,12,1.375829411
2,6,1,1,61,1,1,61,2,1,1,4,3,1,40,1,3,3,4,2,1,6,5,3,23,46,2,12,2.514393178
2,2,4,1,81,1,0,81,1,1,5,8,4,1,36,2,2,4,4,4,4,6,3,1,14,24,1,4,0.427902551
1,5,6,1,90,1,1,15,3,1,1,4,3,1,70,1,2,4,4,2,1,3,1,1,33,21,1,18,1.294973709
1,5,2,1,61,1,0,68,2,3,1,7,4,2,47,2,1,2,4,1,1,1,5,1,5,52,1,12,0.718334602
1,5,7,3,49,0,0,40,1,3,2,6,5,1,11,1,1,1,1,2,1,3,5,3,5,44,4,20,2.205667448
2,2,2,1,81,1,2,60,1,4,1,3,2,1,21,1,3,2,4,1,4,6,1,1,4,46,1,16,0.92577388
1,6,3,1,49,1,2,20,4,2,1,4,2,1,61,2,2,2,2,1,4,6,1,1,47,40,1,13,0.92577388
2,3,7,1,91,1,2,61,1,3,8,7,1,1,6,1,2,1,4,2,1,3,1,1,14,41,1,14,1.154111704
2,5,9,1,61,1,0,40,3,3,1,4,1,1,39,1,2,4,4,2,1,3,3,3,14,24,1,14,0.631508565
2,5,1,1,80,1,4,50,3,3,1,2,1,1,40,1,2,2,4,1,1,6,1,1,14,48,2,18,5.0000153450000004
2,2,6,1,51,1,0,41,3,3,6,5,2,1,53,1,4,2,4,4,2,6,1,1,23,17,1,12,0.787470485
1,6,4,1,82,1,2,49,4,4,1,4,2,1,28,1,2,3,4,2,1,3,1,1,33,33,1,19,1.294973709
1,2,4,2,70,1,0,40,4,1,8,4,3,2,50,2,2,2,4,1,1,6,5,1,39,38,1,11,0.784998321
2,2,4,1,40,1,0,96,3,2,6,4,2,1,60,2,2,4,4,4,4,6,1,1,15,23,1,9,0.538743107
2,3,1,1,64,1,1,12,1,3,1,2,3,1,80,1,2,4,4,2,1,3,1,1,36,43,1,13,1.154111704
2,2,4,1,96,1,0,51,1,1,4,6,2,2,23,2,1,2,4,1,1,3,1,1,44,21,1,11,0.432154266
1,5,4,1,40,1,0,81,3,1,6,5,2,1,40,1,2,5,1,2,1,6,1,1,32,7,1,12,0.574527399
2,1,4,1,51,1,1,100,1,1,2,4,3,2,0,2,2,3,4,4,4,6,5,4,24,52,1,3,0.782012106
1,5,7,1,20,1,0,39,3,3,6,7,1,1,29,1,1,2,2,2,1,3,1,1,41,7,1,13,0.74043831
1,2,5,1,100,1,0,35,3,1,6,6,2,1,40,1,2,5,4,2,1,3,1,1,10,11,1,9,0.631671616
1,2,2,1,80,1,0,39,4,1,9,4,3,3,49,2,3,3,4,2,1,3,3,3,44,26,1,5,0.343243209
1,2,4,1,67,1,0,86,1,1,2,4,1,2,30,2,2,3,4,1,2,1,5,1,23,55,1,3,0.782012106
3,6,1,1,100,1,0,5,3,1,1,1,1,1,80,1,1,3,2,2,1,3,1,3,5,45,1,19,2.165646716
1,6,1,1,50,1,0,30,3,1,1,1,2,1,61,1,3,1,4,1,4,6,5,1,11,23,1,18,1.302865633
1,2,9,1,59,1,0,61,3,4,5,8,4,2,20,2,4,6,4,4,4,6,1,3,44,28,3,12,1.103625348
1,4,2,1,51,1,0,60,3,4,1,4,4,1,21,1,4,4,1,2,1,6,3,3,44,32,2,12,1.103625348
2,2,1,3,77,1,0,69,3,3,6,2,5,1,20,1,3,1,4,2,2,6,3,1,5,13,1,1,0.456324613
1,4,1,1,81,1,0,20,3,1,4,4,3,1,50,1,3,3,4,2,1,6,1,3,5,28,1,13,0.460739774
2,2,4,1,30,1,0,20,3,1,8,5,1,1,31,1,1,2,4,4,1,6,1,1,46,23,1,9,0.429536552
1,2,4,1,50,1,2,30,1,1,1,4,3,1,19,1,3,4,1,2,1,6,1,1,31,38,1,14,0.920166135
2,6,7,1,70,1,0,97,3,4,1,6,2,1,5,1,1,2,3,2,1,3,5,3,15,52,1,11,0.984578453
2,5,4,1,80,1,2,60,1,1,1,4,1,1,94,1,1,1,1,1,1,1,1,1,10,52,1,18,2.38104843
2,5,7,1,30,1,0,60,3,1,6,6,2,1,19,1,1,1,4,2,1,3,1,1,43,20,1,17,1.302865633
4,5,5,1,100,1,0,57,3,1,9,6,2,1,6,1,3,1,4,2,1,3,1,1,3,29,1,18,1.185001802
2,6,1,1,75,1,0,51,3,3,6,2,2,1,38,1,2,3,3,1,1,3,2,1,36,18,1,11,0.538743107
2,3,4,1,50,0,1,40,4,4,8,8,5,3,99,3,5,6,5,4,4,6,5,3,25,37,7,1,0.876566393
2,2,3,1,70,1,0,41,3,4,8,3,4,1,13,1,3,2,4,2,1,3,1,1,22,34,1,14,0.503497879
1,2,4,1,85,1,1,5,1,1,4,4,4,1,60,2,4,2,4,2,1,6,5,1,36,22,1,11,0.538743107
1,5,4,1,40,1,0,40,3,3,6,6,2,1,50,1,3,3,4,2,1,3,1,3,5,15,1,12,0.574527399
2,1,4,2,100,0,4,100,4,4,10,8,5,3,99,3,5,6,5,4,4,6,1,2,36,48,1,3,0.782012106
2,2,1,1,80,1,0,45,3,4,6,2,4,1,19,1,3,3,4,2,1,3,2,3,39,15,2,2,1.273499261
1,2,7,1,35,1,0,40,3,2,1,6,1,1,9,1,2,1,4,2,1,3,1,1,11,27,1,15,0.506566333
2,5,2,1,76,0,0,42,3,3,4,3,2,1,30,1,3,3,4,1,1,1,5,1,37,56,5,10,2.016927406
1,2,5,1,70,1,0,50,1,1,1,3,3,1,31,1,3,4,4,1,1,1,1,1,39,25,1,14,0.503497879
1,5,2,1,81,1,0,40,4,1,1,2,3,1,0,1,3,1,4,2,1,3,5,1,15,31,1,11,0.538743107
1,5,7,1,72,1,2,59,2,2,1,7,2,1,39,1,2,2,1,4,4,3,5,1,47,43,1,19,2.38104843
1,2,4,1,54,1,0,39,3,3,9,6,4,2,20,2,3,3,4,2,1,6,3,3,44,24,1,3,0.343243209
1,6,7,1,70,1,2,19,3,3,1,6,3,1,19,1,3,1,4,2,1,2,1,1,5,39,1,19,2.165646716
1,2,4,1,60,0,0,61,1,2,1,3,4,2,40,2,2,3,4,1,1,6,3,1,50,25,1,12,0.538743107
2,3,2,1,86,1,0,61,1,1,9,4,2,1,33,1,1,1,4,1,1,3,1,1,29,22,1,10,0.3930594
2,5,7,1,70,1,0,60,3,1,1,6,2,1,0,1,3,1,4,4,4,6,1,4,19,27,1,12,0.432154266
1,5,1,2,60,1,0,20,3,3,6,1,1,1,40,1,3,2,4,2,1,3,1,3,44,16,1,7,0.631671616
2,4,2,1,71,1,0,100,3,4,6,4,5,1,2,2,5,6,5,4,4,6,1,3,5,11,1,20,0.690782185
2,2,4,2,86,1,0,60,1,1,8,3,3,2,39,2,2,4,4,2,4,6,4,4,11,25,1,9,0.432154266
1,5,7,1,50,1,0,80,4,3,2,6,3,1,5,1,2,2,4,2,1,3,1,1,31,22,1,13,0.503497879
1,2,2,1,90,1,0,20,1,1,1,3,4,1,88,1,3,4,4,2,1,4,1,3,36,30,1,12,0.538743107
1,6,2,1,50,1,0,40,3,2,1,4,1,1,31,1,2,2,4,2,1,3,1,1,47,19,1,16,0.506566333
1,5,1,2,45,0,1,41,4,4,4,1,3,2,43,2,3,3,3,1,1,6,5,1,36,50,1,20,1.183806476
2,3,7,1,42,1,0,70,3,1,1,7,2,1,20,1,2,2,3,2,1,3,3,1,34,23,1,14,0.506566333
1,6,2,1,37,1,2,33,3,3,1,4,2,1,45,1,3,3,4,2,2,6,1,1,33,39,1,19,2.366625567
2,2,4,1,81,1,0,81,1,1,6,8,4,1,50,2,3,5,3,4,4,6,2,2,17,24,1,9,0.538743107
1,5,1,1,100,1,2,5,1,1,1,1,2,1,40,1,2,1,4,2,1,3,5,2,50,58,4,19,5.000095431
1,2,6,1,80,1,0,60,3,3,1,4,3,1,40,1,3,3,4,1,1,3,5,1,5,32,1,12,0.3930594
1,2,1,1,89,1,0,33,3,2,1,2,2,1,60,1,3,2,4,2,1,6,5,3,48,35,4,9,1.003785803
2,2,9,1,83,1,5,65,1,1,2,4,1,1,97,1,2,1,1,3,3,3,1,1,5,53,3,11,1.834465926
1,1,4,1,76,1,3,85,1,1,1,6,4,1,70,1,1,2,4,2,1,6,1,1,53,36,5,10,1.131171593
2,2,4,1,91,1,4,60,1,2,9,5,4,1,4,1,4,1,4,4,4,6,4,3,5,32,1,11,0.3930594
2,3,2,1,60,1,0,40,4,4,1,4,4,1,40,1,3,3,4,1,1,6,1,1,10,25,1,16,0.506566333
1,2,2,1,71,1,2,40,3,2,6,7,2,1,20,1,2,2,4,2,2,3,1,1,39,25,1,12,0.429536552
2,3,4,1,71,1,0,80,3,2,5,4,3,1,2,2,2,1,4,1,1,3,3,3,5,24,1,5,0.312191688
2,3,2,2,61,1,0,10,4,1,9,8,4,2,50,2,5,3,4,4,4,6,3,3,23,35,1,1,0.427902551
2,3,1,1,80,1,0,49,3,3,6,2,1,1,1,1,2,2,4,2,1,3,3,1,33,10,1,12,0.627845355
2,5,1,2,71,1,0,2,3,3,6,1,1,1,83,1,2,1,4,2,1,3,5,1,33,28,1,13,0.503497879
2,2,2,1,70,0,0,81,2,1,9,2,4,1,27,1,3,2,4,1,1,6,1,1,18,36,1,5,0.343243209
2,2,4,1,75,1,1,90,4,4,2,4,4,1,20,1,4,3,4,3,4,6,1,1,22,28,1,17,1.294973709
2,3,1,1,66,1,3,40,1,1,2,2,2,1,20,1,3,2,4,1,1,6,1,1,39,26,1,13,0.503497879
2,6,1,1,61,1,0,30,3,1,6,2,1,1,40,1,1,1,2,2,1,3,3,1,17,15,1,11,0.787470485
2,2,4,1,49,0,0,39,3,3,7,4,3,1,41,2,3,2,2,1,2,1,4,3,5,59,3,3,5.000084473
2,2,1,1,98,1,2,100,1,3,4,4,2,1,100,1,2,1,1,1,1,6,1,3,5,35,1,6,0.3930594
2,3,6,1,73,1,0,59,3,1,6,4,2,1,39,1,2,2,4,2,1,6,1,1,42,12,1,13,0.923063978
1,2,4,1,73,1,0,40,2,4,9,8,4,2,3,2,4,3,4,1,1,1,5,3,39,33,1,1,0.341164062
2,6,1,1,78,1,1,92,2,3,1,2,3,1,1,1,3,3,1,1,2,6,1,1,50,44,1,13,1.154111704
2,3,4,1,79,1,0,40,2,3,1,4,3,2,41,2,4,3,4,3,3,6,1,1,5,47,3,17,5.000013911
2,2,4,1,70,1,0,90,3,3,6,6,4,2,0,2,3,4,4,1,1,6,1,1,5,6,1,11,0.574527399
2,2,7,1,49,1,0,20,2,1,6,6,2,1,19,1,2,4,4,1,1,6,1,1,38,17,1,13,0.673454506
2,5,4,1,51,1,0,53,3,1,1,7,1,1,0,1,1,1,1,2,1,3,1,1,44,9,1,20,0.759489452
1,6,2,1,89,1,0,45,3,3,5,5,3,1,63,1,3,3,4,1,2,6,5,1,37,28,1,17,1.302865633
1,3,7,1,66,1,2,91,1,3,1,6,2,1,28,1,3,2,4,2,1,3,1,1,10,45,1,17,2.38104843
1,2,4,1,10,1,0,81,3,1,2,6,2,1,5,1,3,3,4,2,1,4,3,2,34,25,1,8,0.432154266
1,6,6,1,71,1,3,60,3,3,1,6,4,1,30,1,3,4,4,2,1,3,1,1,8,47,1,17,2.38104843
2,5,2,1,51,1,0,39,3,2,1,2,3,2,41,2,3,1,4,1,1,6,5,3,44,53,1,12,0.789782315
1,3,3,1,62,1,0,20,3,1,6,4,4,1,68,1,1,5,4,2,1,3,3,1,21,16,2,7,1.613148041
2,3,2,1,82,1,0,19,3,2,2,3,2,1,43,1,2,3,3,1,1,6,3,3,5,16,1,13,0.673454506
1,5,1,1,70,1,1,25,2,2,1,2,1,1,10,1,2,4,4,2,1,3,1,1,39,33,1,15,0.503497879
1,5,6,1,81,1,0,20,3,3,6,4,3,1,52,1,3,4,4,2,1,1,1,1,29,26,3,15,1.176626343
2,4,3,1,34,1,0,51,3,3,1,3,2,1,55,1,2,2,2,1,1,6,5,3,5,42,4,12,1.834465926
2,6,1,1,71,1,1,10,1,1,1,2,2,1,51,1,2,2,3,2,1,3,1,2,21,35,2,19,3.327227455
1,2,4,1,75,1,2,90,1,1,1,4,2,1,1,1,3,2,4,1,1,6,1,1,3,37,1,13,0.460739774
1,3,1,2,60,1,0,19,3,3,9,3,3,1,39,1,3,2,4,2,2,3,5,3,15,24,1,7,0.538743107
2,5,4,1,50,1,0,80,1,1,2,2,2,1,40,1,2,1,4,4,4,3,1,1,15,39,1,4,0.782012106
2,2,9,1,83,0,0,100,3,3,1,8,4,2,2,2,4,1,5,2,4,6,5,2,10,61,3,12,5.000082764
1,2,4,1,70,1,0,40,2,4,1,6,4,2,40,2,4,2,4,1,2,3,5,3,10,49,1,9,0.789782315
2,2,7,1,39,1,0,80,3,3,6,6,1,1,40,2,2,2,4,1,1,3,1,1,10,16,1,13,0.74043831
2,2,4,1,96,1,1,79,1,4,2,2,4,2,33,2,4,3,4,4,4,6,1,1,36,43,1,10,0.984578453
1,4,3,1,90,1,0,24,1,2,3,4,1,1,59,1,2,4,4,1,1,6,1,1,14,20,1,12,0.538743107
1,1,4,1,90,1,0,60,3,3,6,6,3,1,40,2,4,3,4,3,3,6,3,1,47,20,1,3,0.343243209
1,5,6,1,51,1,0,31,3,4,4,6,2,1,19,1,2,4,4,2,1,1,1,1,44,23,1,14,0.506566333
2,1,4,2,81,0,2,66,1,4,9,3,2,1,42,2,2,2,2,1,2,6,3,4,15,33,1,12,0.538743107
1,2,9,3,12,0,0,12,4,4,10,8,5,2,0,3,5,6,5,4,4,6,1,5,31,54,2,4,1.592262766
1,5,9,1,81,1,2,92,4,4,1,2,4,1,15,1,4,5,5,4,4,6,1,3,34,38,1,12,0.789782315
2,4,4,1,71,1,0,52,3,2,6,4,2,1,29,1,2,4,1,1,1,3,1,1,5,17,1,10,0.574527399
1,2,4,1,100,1,1,81,1,2,1,4,2,1,1,2,2,1,4,1,1,6,1,1,33,29,1,11,0.429536552
2,5,3,3,70,1,0,30,2,4,2,2,3,1,30,2,3,6,4,1,4,1,5,1,5,16,1,3,0.456324613
1,2,4,1,80,1,1,81,2,2,4,2,3,1,63,1,2,3,2,2,1,3,1,2,11,51,4,4,1.601966451
1,3,5,1,49,1,0,60,3,3,1,7,1,1,6,1,2,1,3,2,1,3,1,1,36,27,1,17,1.624211387
2,5,6,1,80,1,0,66,1,3,6,4,1,1,76,1,3,2,4,2,2,1,3,1,44,20,1,1,0.343243209
2,2,7,1,80,1,1,60,1,3,1,7,3,1,19,1,3,2,4,2,2,6,3,3,43,19,1,7,0.432154266
2,3,1,1,81,1,0,40,3,4,2,1,5,1,40,2,3,4,1,4,4,6,5,3,5,57,1,20,0.718334602
2,3,7,1,70,1,0,40,4,3,6,4,3,1,19,1,2,1,4,1,1,6,1,1,41,13,1,6,0.631671616
2,3,3,1,81,1,0,22,3,1,2,4,2,1,56,1,2,2,4,2,1,3,1,1,47,17,1,13,0.74043831
1,3,6,1,30,1,1,60,1,3,1,3,1,1,40,1,1,4,4,2,1,3,1,1,5,28,1,19,1.185001802
1,2,6,2,70,1,0,92,3,1,6,6,4,1,0,2,2,2,4,2,1,3,5,4,37,31,1,3,0.343243209
1,2,7,1,92,0,0,81,3,3,2,6,3,1,49,1,2,3,4,2,2,6,1,3,30,13,1,11,0.627845355
